origin,destination,weight,distance,carrier,season,weather_score,traffic_score,is_delayed,delay_days
Delhi,Lucknow,4837,800,FedEx,Monsoon,9,6,1,5
Bangalore,Kolkata,2723,1900,FedEx,Autumn,8,5,1,4
Hyderabad,Delhi,3838,800,DTDC,Monsoon,4,7,1,4
Kolkata,Chennai,4757,1660,DHL,Summer,2,9,0,0
Pune,Hyderabad,1104,800,DTDC,Winter,5,4,1,3
Jaipur,Ahmedabad,55,800,BlueDart,Winter,2,8,0,0
Bangalore,Chennai,1455,350,FedEx,Monsoon,4,4,0,0
Lucknow,Bangalore,2206,800,DTDC,Monsoon,2,3,1,3
Bangalore,Jaipur,3211,800,DTDC,Autumn,5,2,1,3
Bangalore,Hyderabad,465,800,BlueDart,Winter,6,8,0,0
Hyderabad,Chennai,1672,800,Delhivery,Autumn,1,8,0,0
Mumbai,Pune,2934,800,FedEx,Autumn,8,3,0,0
Ahmedabad,Pune,975,800,DTDC,Autumn,2,1,1,2
Mumbai,Lucknow,4974,800,FedEx,Autumn,5,6,0,0
Kolkata,Lucknow,1538,800,Delhivery,Summer,8,5,1,4
Lucknow,Kolkata,2986,800,DTDC,Monsoon,5,8,0,0
Pune,Jaipur,3081,800,BlueDart,Monsoon,3,6,0,0
Chennai,Mumbai,4879,800,FedEx,Autumn,6,4,1,3
Kolkata,Lucknow,2531,800,BlueDart,Autumn,1,10,1,2
Chennai,Jaipur,1136,800,Delhivery,Summer,1,10,0,0
Chennai,Ahmedabad,3414,800,Delhivery,Autumn,8,2,1,3
Pune,Bangalore,4502,800,FedEx,Summer,7,8,0,0
Delhi,Chennai,2353,800,Delhivery,Summer,10,5,0,0
Mumbai,Jaipur,116,800,DHL,Autumn,10,8,1,4
Bangalore,Hyderabad,2587,800,FedEx,Monsoon,3,5,1,3
Jaipur,Ahmedabad,3164,800,DHL,Summer,8,6,1,3
Chennai,Hyderabad,4393,800,Delhivery,Monsoon,8,10,1,5
Lucknow,Pune,4063,800,FedEx,Monsoon,1,5,0,0
Kolkata,Chennai,4811,1660,DHL,Summer,10,3,0,0
Delhi,Bangalore,224,800,Delhivery,Winter,7,10,0,0
Chennai,Bangalore,4449,350,DTDC,Summer,2,8,0,0
Delhi,Jaipur,4299,800,DTDC,Winter,2,3,1,2
Delhi,Pune,4263,800,BlueDart,Summer,2,4,0,0
Chennai,Delhi,474,800,DTDC,Summer,5,6,1,3
Hyderabad,Ahmedabad,2382,800,DHL,Monsoon,7,2,1,4
Ahmedabad,Lucknow,601,800,DTDC,Monsoon,4,7,0,0
Lucknow,Chennai,2198,800,FedEx,Autumn,4,5,0,0
Bangalore,Lucknow,893,800,FedEx,Monsoon,9,10,1,5
Bangalore,Delhi,4168,800,FedEx,Monsoon,10,5,0,0
Lucknow,Delhi,313,800,DTDC,Monsoon,9,5,1,5
Hyderabad,Lucknow,4501,800,DTDC,Monsoon,7,2,0,0
Bangalore,Pune,343,800,BlueDart,Autumn,10,10,1,4
Delhi,Pune,2843,800,Delhivery,Monsoon,4,9,1,4
Pune,Mumbai,4516,800,BlueDart,Winter,8,3,0,0
Kolkata,Ahmedabad,2341,800,DHL,Winter,10,7,0,0
Mumbai,Pune,4571,800,FedEx,Autumn,3,5,0,0
Bangalore,Ahmedabad,89,800,DTDC,Monsoon,3,10,0,0
Lucknow,Hyderabad,3773,800,Delhivery,Winter,7,10,0,0
Pune,Delhi,2841,800,Delhivery,Summer,9,5,0,0
Chennai,Ahmedabad,1987,800,DTDC,Winter,4,4,0,0
Ahmedabad,Chennai,742,800,BlueDart,Monsoon,4,10,0,0
Lucknow,Jaipur,3986,800,Delhivery,Winter,1,6,0,0
Delhi,Mumbai,1827,800,BlueDart,Summer,1,7,1,2
Ahmedabad,Jaipur,1394,800,DTDC,Winter,3,7,0,0
Kolkata,Hyderabad,2134,800,BlueDart,Monsoon,7,8,1,4
Kolkata,Mumbai,1208,800,FedEx,Summer,9,5,1,3
Hyderabad,Chennai,2302,800,DTDC,Autumn,4,7,0,0
Jaipur,Mumbai,4227,800,DTDC,Summer,2,4,1,2
Hyderabad,Ahmedabad,194,800,Delhivery,Winter,6,9,1,4
Pune,Delhi,4137,800,Delhivery,Autumn,6,5,0,0
Ahmedabad,Kolkata,1007,800,Delhivery,Summer,9,3,1,4
Jaipur,Ahmedabad,1996,800,FedEx,Summer,4,5,0,0
Chennai,Delhi,2819,800,FedEx,Summer,8,9,1,4
Delhi,Ahmedabad,4674,800,DHL,Monsoon,3,8,0,0
Ahmedabad,Hyderabad,2367,800,DTDC,Autumn,2,1,1,2
Hyderabad,Kolkata,1689,800,Delhivery,Autumn,9,5,1,4
Mumbai,Hyderabad,4935,800,DTDC,Summer,6,6,0,0
Jaipur,Bangalore,3049,800,BlueDart,Autumn,8,10,1,4
Jaipur,Delhi,4896,800,FedEx,Winter,10,2,1,3
Delhi,Pune,2521,800,DHL,Winter,9,6,1,4
Bangalore,Mumbai,3537,800,BlueDart,Summer,1,9,1,2
Kolkata,Ahmedabad,3036,800,DTDC,Winter,1,4,0,0
Kolkata,Ahmedabad,2755,800,FedEx,Summer,5,3,1,2
Mumbai,Chennai,4183,800,Delhivery,Winter,9,9,1,4
Pune,Delhi,2591,800,BlueDart,Summer,7,2,0,0
Pune,Delhi,4213,800,FedEx,Summer,7,9,0,0
Chennai,Lucknow,2821,800,DTDC,Autumn,2,10,0,0
Ahmedabad,Kolkata,4100,800,DTDC,Autumn,3,2,1,2
Lucknow,Ahmedabad,379,800,BlueDart,Summer,4,10,0,0
Bangalore,Hyderabad,3753,800,BlueDart,Autumn,2,3,0,0
Hyderabad,Pune,2014,800,BlueDart,Autumn,10,7,0,0
Lucknow,Chennai,1713,800,DHL,Monsoon,9,2,1,4
Lucknow,Pune,3334,800,Delhivery,Winter,5,1,0,0
Jaipur,Ahmedabad,450,800,FedEx,Autumn,7,9,0,0
Mumbai,Hyderabad,3267,800,DTDC,Summer,9,6,1,4
Kolkata,Ahmedabad,2916,800,DTDC,Monsoon,5,9,0,0
Chennai,Hyderabad,236,800,Delhivery,Monsoon,6,3,1,4
Pune,Ahmedabad,2411,800,BlueDart,Autumn,4,3,0,0
Mumbai,Bangalore,4728,800,BlueDart,Summer,8,10,0,0
Jaipur,Kolkata,1034,800,DTDC,Summer,1,3,1,2
Hyderabad,Bangalore,3501,800,Delhivery,Summer,1,2,0,0
Chennai,Lucknow,4266,800,DTDC,Summer,5,6,0,0
Jaipur,Hyderabad,880,800,BlueDart,Summer,10,3,0,0
Kolkata,Bangalore,3209,1900,FedEx,Winter,9,5,0,0
Kolkata,Pune,1755,800,BlueDart,Summer,2,5,0,0
Kolkata,Chennai,453,1660,FedEx,Summer,3,10,1,3
Mumbai,Chennai,4568,800,DHL,Winter,8,3,0,0
Mumbai,Jaipur,482,800,Delhivery,Autumn,5,3,0,0
Pune,Chennai,89,800,DHL,Monsoon,3,1,1,3
Pune,Mumbai,249,800,BlueDart,Winter,6,6,1,3
Hyderabad,Ahmedabad,4662,800,Delhivery,Monsoon,6,3,1,4
Chennai,Mumbai,599,800,BlueDart,Monsoon,5,1,0,0
Delhi,Hyderabad,1370,800,Delhivery,Winter,5,10,1,4
Delhi,Pune,1894,800,Delhivery,Summer,6,9,0,0
Jaipur,Hyderabad,2326,800,BlueDart,Monsoon,2,1,0,0
Kolkata,Delhi,4440,1500,BlueDart,Summer,6,5,1,3
Chennai,Kolkata,321,1660,Delhivery,Autumn,2,5,0,0
Lucknow,Delhi,1086,800,Delhivery,Winter,3,2,0,0
Mumbai,Delhi,43,800,BlueDart,Monsoon,2,1,0,0
Ahmedabad,Bangalore,1851,800,BlueDart,Summer,1,6,0,0
Bangalore,Chennai,4491,350,DTDC,Monsoon,1,7,0,0
Hyderabad,Pune,258,800,DTDC,Autumn,9,9,1,4
Kolkata,Mumbai,1144,800,DTDC,Autumn,4,8,0,0
Kolkata,Lucknow,4899,800,DHL,Monsoon,5,10,1,4
Kolkata,Ahmedabad,4957,800,Delhivery,Winter,10,3,0,0
Mumbai,Kolkata,385,800,FedEx,Autumn,7,9,0,0
Mumbai,Chennai,733,800,DHL,Summer,2,1,0,0
Bangalore,Chennai,1923,350,Delhivery,Autumn,10,6,1,4
Lucknow,Delhi,4307,800,FedEx,Summer,9,10,0,0
Chennai,Delhi,2502,800,DTDC,Monsoon,4,2,0,0
Kolkata,Hyderabad,1952,800,FedEx,Summer,10,10,1,4
Delhi,Lucknow,4014,800,BlueDart,Monsoon,10,9,1,5
Pune,Delhi,2354,800,BlueDart,Autumn,1,9,0,0
Delhi,Bangalore,1341,800,Delhivery,Winter,8,8,1,4
Jaipur,Hyderabad,4598,800,DHL,Autumn,4,7,0,0
Delhi,Bangalore,347,800,DTDC,Autumn,7,6,0,0
Jaipur,Chennai,1875,800,Delhivery,Autumn,3,2,1,2
Ahmedabad,Hyderabad,3147,800,DTDC,Autumn,9,4,0,0
Pune,Kolkata,801,800,BlueDart,Winter,5,10,1,3
Delhi,Mumbai,3621,800,DHL,Autumn,5,7,0,0
Ahmedabad,Hyderabad,3710,800,DHL,Summer,3,6,0,0
Hyderabad,Mumbai,1526,800,BlueDart,Winter,9,9,1,4
Chennai,Bangalore,3963,350,FedEx,Winter,3,5,1,2
Ahmedabad,Kolkata,3918,800,DHL,Summer,2,6,0,0
Chennai,Hyderabad,2683,800,FedEx,Monsoon,9,10,1,5
Delhi,Ahmedabad,2132,800,DTDC,Autumn,9,6,0,0
Lucknow,Pune,3795,800,DHL,Winter,10,8,1,4
Ahmedabad,Kolkata,68,800,BlueDart,Autumn,4,8,1,3
Pune,Mumbai,2443,800,FedEx,Autumn,4,6,1,3
Delhi,Hyderabad,2072,800,DTDC,Summer,10,8,1,4
Kolkata,Bangalore,1264,1900,DTDC,Summer,6,7,1,4
Mumbai,Kolkata,3698,800,DHL,Summer,9,1,0,0
Ahmedabad,Jaipur,3758,800,DHL,Autumn,8,5,0,0
Pune,Ahmedabad,4140,800,Delhivery,Winter,10,10,1,5
Hyderabad,Kolkata,4267,800,Delhivery,Winter,3,10,0,0
Kolkata,Delhi,3039,1500,DHL,Monsoon,6,10,1,5
Hyderabad,Ahmedabad,2856,800,Delhivery,Autumn,7,5,1,3
Delhi,Ahmedabad,480,800,BlueDart,Monsoon,6,10,1,5
Mumbai,Ahmedabad,4045,800,BlueDart,Monsoon,3,9,0,0
Ahmedabad,Lucknow,2909,800,Delhivery,Monsoon,9,7,0,0
Ahmedabad,Jaipur,1456,800,DHL,Monsoon,4,7,1,4
Lucknow,Pune,4453,800,BlueDart,Monsoon,2,10,0,0
Lucknow,Mumbai,4799,800,DTDC,Autumn,9,2,1,3
Delhi,Hyderabad,922,800,DHL,Summer,3,8,0,0
Delhi,Pune,4252,800,FedEx,Monsoon,6,3,0,0
Mumbai,Ahmedabad,1721,800,FedEx,Winter,5,9,1,3
Lucknow,Kolkata,684,800,DHL,Autumn,2,6,0,0
Pune,Jaipur,1449,800,Delhivery,Monsoon,1,9,0,0
Pune,Bangalore,2744,800,BlueDart,Winter,9,9,1,4
Mumbai,Ahmedabad,3640,800,BlueDart,Monsoon,3,7,0,0
Pune,Kolkata,695,800,DHL,Summer,7,10,0,0
Jaipur,Pune,1136,800,DTDC,Autumn,9,8,0,0
Chennai,Kolkata,4226,1660,Delhivery,Summer,9,2,1,4
Mumbai,Jaipur,2476,800,DTDC,Winter,10,5,1,4
Mumbai,Bangalore,2407,800,DHL,Monsoon,6,3,1,4
Bangalore,Lucknow,4147,800,DHL,Summer,8,1,1,3
Kolkata,Lucknow,3448,800,DTDC,Summer,9,6,1,4
Kolkata,Ahmedabad,4134,800,FedEx,Monsoon,3,9,0,0
Jaipur,Chennai,975,800,DHL,Autumn,6,2,0,0
Lucknow,Chennai,929,800,Delhivery,Winter,5,9,0,0
Delhi,Ahmedabad,4923,800,DTDC,Autumn,7,8,0,0
Delhi,Hyderabad,2882,800,FedEx,Winter,7,9,0,0
Hyderabad,Ahmedabad,1518,800,DTDC,Winter,9,5,1,4
Jaipur,Ahmedabad,1222,800,FedEx,Summer,1,2,0,0
Mumbai,Pune,881,800,FedEx,Monsoon,6,10,1,5
Jaipur,Lucknow,4400,800,Delhivery,Autumn,5,10,0,0
Jaipur,Pune,3264,800,DHL,Summer,4,6,0,0
Jaipur,Hyderabad,873,800,FedEx,Summer,10,7,1,4
Kolkata,Ahmedabad,3963,800,DHL,Summer,1,3,0,0
Jaipur,Kolkata,3118,800,Delhivery,Autumn,4,6,0,0
Chennai,Mumbai,3065,800,DHL,Summer,10,6,1,4
Delhi,Lucknow,4004,800,BlueDart,Monsoon,7,8,0,0
Hyderabad,Lucknow,2692,800,FedEx,Summer,4,1,0,0
Chennai,Lucknow,4700,800,Delhivery,Summer,1,4,0,0
Hyderabad,Jaipur,623,800,DTDC,Winter,10,1,0,0
Bangalore,Chennai,1882,350,Delhivery,Summer,1,8,0,0
Hyderabad,Mumbai,3164,800,FedEx,Autumn,1,2,0,0
Delhi,Jaipur,4570,800,Delhivery,Autumn,10,8,0,0
Delhi,Pune,3383,800,DTDC,Monsoon,5,3,0,0
Jaipur,Kolkata,3201,800,BlueDart,Autumn,7,8,1,3
Ahmedabad,Pune,577,800,FedEx,Autumn,9,6,1,4
Bangalore,Kolkata,4143,1900,FedEx,Summer,8,1,1,3
Mumbai,Lucknow,254,800,Delhivery,Monsoon,2,7,0,0
Pune,Delhi,30,800,DHL,Autumn,9,7,1,4
Hyderabad,Lucknow,403,800,DHL,Monsoon,4,6,0,0
Ahmedabad,Lucknow,3824,800,DTDC,Monsoon,10,1,1,4
Jaipur,Kolkata,2065,800,BlueDart,Winter,5,5,0,0
Kolkata,Mumbai,3525,800,BlueDart,Winter,5,1,0,0
Mumbai,Pune,2385,800,Delhivery,Summer,4,1,0,0
Lucknow,Chennai,1920,800,Delhivery,Autumn,6,6,1,3
Ahmedabad,Lucknow,299,800,DHL,Summer,1,8,0,0
Kolkata,Ahmedabad,2568,800,BlueDart,Summer,2,1,0,0
Bangalore,Chennai,370,350,BlueDart,Monsoon,4,2,0,0
Jaipur,Hyderabad,1632,800,BlueDart,Monsoon,4,5,1,3
Mumbai,Ahmedabad,4324,800,DTDC,Monsoon,8,8,1,5
Mumbai,Hyderabad,4104,800,DTDC,Summer,9,4,1,4
Mumbai,Bangalore,2463,800,Delhivery,Autumn,4,5,0,0
Bangalore,Delhi,2025,800,DHL,Summer,6,10,1,4
Hyderabad,Pune,2050,800,FedEx,Summer,4,5,0,0
Lucknow,Delhi,2054,800,DHL,Summer,4,3,0,0
Bangalore,Ahmedabad,2810,800,DTDC,Winter,9,6,0,0
Pune,Kolkata,2980,800,DTDC,Winter,4,5,1,3
Lucknow,Chennai,841,800,Delhivery,Autumn,6,2,1,3
Delhi,Pune,1803,800,FedEx,Winter,9,10,1,4
Jaipur,Pune,3702,800,BlueDart,Summer,3,4,0,0
Bangalore,Kolkata,1801,1900,FedEx,Winter,7,4,1,4
Kolkata,Mumbai,2851,800,FedEx,Winter,7,7,0,0
Lucknow,Mumbai,4700,800,FedEx,Summer,1,7,0,0
Pune,Mumbai,2164,800,Delhivery,Autumn,2,9,1,3
Delhi,Mumbai,590,800,DTDC,Winter,5,10,0,0
Hyderabad,Kolkata,2863,800,BlueDart,Summer,8,2,0,0
Kolkata,Chennai,2246,1660,FedEx,Summer,6,6,1,4
Lucknow,Jaipur,4186,800,BlueDart,Summer,7,2,0,0
Jaipur,Bangalore,2165,800,FedEx,Monsoon,3,9,0,0
Kolkata,Pune,1354,800,DTDC,Summer,6,2,0,0
Delhi,Jaipur,355,800,BlueDart,Winter,9,6,1,4
Kolkata,Ahmedabad,1896,800,DHL,Winter,3,8,0,0
Chennai,Mumbai,564,800,DTDC,Summer,6,6,1,3
Ahmedabad,Jaipur,3780,800,BlueDart,Monsoon,7,3,1,4
Hyderabad,Bangalore,4407,800,FedEx,Monsoon,5,5,1,4
Delhi,Jaipur,209,800,FedEx,Monsoon,10,4,1,5
Kolkata,Chennai,2950,1660,DTDC,Winter,8,1,0,0
Ahmedabad,Jaipur,3500,800,DTDC,Monsoon,8,5,1,5
Ahmedabad,Mumbai,316,800,FedEx,Autumn,6,10,1,4
Kolkata,Bangalore,3085,1900,BlueDart,Autumn,7,5,1,4
Jaipur,Hyderabad,1666,800,DHL,Monsoon,3,7,1,4
Chennai,Lucknow,2702,800,Delhivery,Autumn,7,7,1,4
Bangalore,Delhi,1774,800,DTDC,Summer,7,2,1,3
Chennai,Mumbai,285,800,FedEx,Monsoon,4,4,1,3
Kolkata,Bangalore,3371,1900,BlueDart,Monsoon,10,1,1,5
Hyderabad,Chennai,1411,800,DTDC,Monsoon,4,5,1,4
Bangalore,Hyderabad,4743,800,BlueDart,Summer,3,5,0,0
Delhi,Chennai,1785,800,DTDC,Summer,10,4,1,4
Chennai,Delhi,3391,800,FedEx,Monsoon,7,10,1,5
Kolkata,Delhi,4060,1500,BlueDart,Winter,5,7,1,3
Chennai,Pune,3470,800,FedEx,Winter,3,6,0,0
Bangalore,Lucknow,1890,800,BlueDart,Autumn,6,10,0,0
Pune,Delhi,3845,800,DTDC,Summer,6,3,0,0
Lucknow,Ahmedabad,4288,800,Delhivery,Autumn,6,2,0,0
Chennai,Pune,1854,800,Delhivery,Autumn,2,4,0,0
Delhi,Pune,3387,800,DHL,Monsoon,10,9,1,5
Delhi,Chennai,81,800,DHL,Winter,7,10,1,4
Mumbai,Pune,1686,800,FedEx,Autumn,7,5,0,0
Chennai,Mumbai,1305,800,BlueDart,Monsoon,10,1,0,0
Lucknow,Mumbai,1053,800,DHL,Summer,4,3,0,0
Jaipur,Kolkata,2635,800,DTDC,Autumn,6,9,1,4
Ahmedabad,Delhi,3052,800,Delhivery,Winter,4,7,1,3
Lucknow,Jaipur,824,800,BlueDart,Summer,4,3,1,2
Ahmedabad,Pune,2204,800,Delhivery,Monsoon,6,1,1,4
Ahmedabad,Chennai,3510,800,BlueDart,Summer,9,4,0,0
Pune,Chennai,319,800,DHL,Autumn,7,9,1,4
Mumbai,Bangalore,2071,800,DHL,Summer,2,7,0,0
Lucknow,Kolkata,4237,800,FedEx,Summer,6,5,0,0
Lucknow,Chennai,1887,800,BlueDart,Summer,5,6,1,3
Pune,Mumbai,2812,800,DTDC,Winter,6,1,0,0
Chennai,Jaipur,2496,800,DHL,Autumn,8,7,1,4
Chennai,Bangalore,4845,350,FedEx,Monsoon,8,5,1,4
Chennai,Ahmedabad,3755,800,DHL,Winter,3,7,1,2
Hyderabad,Chennai,804,800,Delhivery,Autumn,9,5,1,4
Ahmedabad,Lucknow,4024,800,DHL,Monsoon,6,5,0,0
Hyderabad,Pune,4363,800,BlueDart,Monsoon,7,3,0,0
Mumbai,Lucknow,3417,800,FedEx,Monsoon,9,5,1,4
Pune,Bangalore,2466,800,BlueDart,Autumn,7,8,0,0
Lucknow,Mumbai,1861,800,DTDC,Monsoon,10,8,1,5
Ahmedabad,Kolkata,984,800,DTDC,Monsoon,9,2,0,0
Hyderabad,Bangalore,1057,800,DHL,Winter,1,1,0,0
Hyderabad,Ahmedabad,4376,800,FedEx,Monsoon,1,2,0,0
Kolkata,Jaipur,4247,800,FedEx,Summer,3,7,1,2
Hyderabad,Chennai,3799,800,FedEx,Winter,9,3,1,3
Jaipur,Kolkata,3031,800,FedEx,Winter,1,8,0,0
Lucknow,Kolkata,4379,800,DHL,Autumn,1,4,1,2
Jaipur,Chennai,4039,800,BlueDart,Monsoon,5,10,1,4
Lucknow,Chennai,474,800,DHL,Summer,8,10,1,4
Pune,Chennai,297,800,BlueDart,Summer,2,8,0,0
Lucknow,Chennai,3205,800,Delhivery,Monsoon,4,2,0,0
Jaipur,Chennai,885,800,Delhivery,Monsoon,6,5,0,0
Lucknow,Kolkata,2002,800,BlueDart,Autumn,1,6,0,0
Pune,Delhi,2935,800,DHL,Summer,4,1,1,2
Pune,Delhi,1130,800,DTDC,Winter,4,1,1,2
Mumbai,Lucknow,456,800,DHL,Autumn,9,9,1,4
Lucknow,Delhi,2842,800,DTDC,Autumn,9,5,1,4
Kolkata,Ahmedabad,3578,800,DHL,Winter,6,4,0,0
Chennai,Delhi,2906,800,FedEx,Autumn,8,1,0,0
Delhi,Hyderabad,731,800,FedEx,Monsoon,10,3,1,4
Pune,Chennai,2173,800,Delhivery,Winter,4,4,1,3
Bangalore,Pune,2592,800,Delhivery,Winter,10,5,1,4
Chennai,Pune,1361,800,BlueDart,Summer,8,10,0,0
Ahmedabad,Hyderabad,3990,800,DTDC,Winter,3,5,0,0
Lucknow,Kolkata,4512,800,FedEx,Autumn,2,10,1,3
Jaipur,Mumbai,3394,800,DHL,Summer,6,8,1,3
Delhi,Chennai,1735,800,BlueDart,Autumn,5,3,0,0
Bangalore,Lucknow,703,800,DHL,Monsoon,8,7,1,5
Chennai,Mumbai,3423,800,FedEx,Monsoon,1,6,0,0
Lucknow,Kolkata,504,800,FedEx,Summer,10,10,0,0
Mumbai,Bangalore,957,800,FedEx,Summer,3,10,0,0
Ahmedabad,Chennai,32,800,FedEx,Autumn,7,10,0,0
Delhi,Mumbai,1138,800,DHL,Monsoon,10,6,1,5
Kolkata,Bangalore,567,1900,BlueDart,Summer,4,10,0,0
Mumbai,Pune,1626,800,FedEx,Monsoon,10,9,1,5
Bangalore,Chennai,3740,350,Delhivery,Monsoon,5,7,1,4
Delhi,Kolkata,1666,1500,BlueDart,Monsoon,8,7,1,5
Mumbai,Bangalore,4183,800,Delhivery,Autumn,1,1,0,0
Ahmedabad,Bangalore,816,800,DHL,Autumn,1,1,0,0
Kolkata,Lucknow,3322,800,FedEx,Monsoon,7,9,1,5
Mumbai,Chennai,4873,800,BlueDart,Monsoon,9,9,1,5
Hyderabad,Kolkata,463,800,FedEx,Monsoon,4,10,0,0
Kolkata,Delhi,2985,1500,FedEx,Winter,8,3,0,0
Bangalore,Kolkata,2334,1900,BlueDart,Winter,10,8,1,5
Ahmedabad,Pune,1457,800,FedEx,Autumn,7,9,1,4
Lucknow,Ahmedabad,2571,800,FedEx,Monsoon,2,1,1,2
Jaipur,Bangalore,2521,800,DTDC,Winter,5,3,1,3
Jaipur,Kolkata,2881,800,DTDC,Summer,9,6,1,4
Jaipur,Mumbai,372,800,BlueDart,Summer,9,4,0,0
Delhi,Mumbai,3464,800,BlueDart,Monsoon,3,8,1,4
Bangalore,Hyderabad,2808,800,FedEx,Winter,3,9,0,0
Ahmedabad,Lucknow,4630,800,Delhivery,Summer,2,7,0,0
Kolkata,Mumbai,3463,800,BlueDart,Autumn,7,1,1,2
Delhi,Mumbai,3265,800,FedEx,Summer,6,2,0,0
Bangalore,Kolkata,1227,1900,Delhivery,Autumn,5,1,1,3
Lucknow,Chennai,1495,800,DTDC,Summer,7,9,0,0
Hyderabad,Delhi,2113,800,BlueDart,Summer,4,4,1,2
Ahmedabad,Lucknow,2546,800,FedEx,Winter,5,10,0,0
Jaipur,Lucknow,1865,800,DTDC,Summer,9,8,1,4
Mumbai,Bangalore,4827,800,DHL,Summer,9,5,0,0
Ahmedabad,Lucknow,1217,800,DTDC,Autumn,4,5,0,0
Pune,Hyderabad,1458,800,FedEx,Autumn,6,5,1,3
Bangalore,Jaipur,1517,800,Delhivery,Summer,2,5,0,0
Chennai,Kolkata,1013,1660,DHL,Monsoon,3,3,0,0
Lucknow,Delhi,935,800,DHL,Summer,9,6,0,0
Hyderabad,Delhi,4961,800,DHL,Summer,6,1,0,0
Lucknow,Jaipur,93,800,BlueDart,Winter,8,8,0,0
Ahmedabad,Mumbai,3752,800,FedEx,Summer,5,4,0,0
Chennai,Pune,3937,800,DHL,Summer,2,6,1,2
Pune,Bangalore,1552,800,DTDC,Autumn,7,2,1,3
Kolkata,Bangalore,995,1900,Delhivery,Autumn,6,2,0,0
Mumbai,Bangalore,4241,800,FedEx,Autumn,2,8,0,0
Chennai,Ahmedabad,918,800,DTDC,Autumn,6,1,1,3
Bangalore,Delhi,2918,800,BlueDart,Summer,8,8,0,0
Jaipur,Chennai,4695,800,DHL,Monsoon,1,10,0,0
Pune,Lucknow,2747,800,DTDC,Winter,4,10,0,0
Mumbai,Lucknow,2596,800,FedEx,Winter,1,1,0,0
Hyderabad,Ahmedabad,1153,800,DTDC,Monsoon,2,9,1,4
Jaipur,Chennai,1341,800,BlueDart,Monsoon,1,1,0,0
Ahmedabad,Pune,3358,800,Delhivery,Winter,6,4,1,3
Chennai,Mumbai,1563,800,DHL,Summer,6,9,1,3
Mumbai,Kolkata,2352,800,FedEx,Winter,1,1,0,0
Delhi,Hyderabad,1816,800,DHL,Monsoon,4,9,1,4
Kolkata,Jaipur,2110,800,DHL,Summer,4,8,0,0
Kolkata,Delhi,815,1500,DHL,Winter,8,5,0,0
Pune,Kolkata,4157,800,DTDC,Summer,6,6,0,0
Hyderabad,Ahmedabad,2785,800,DTDC,Summer,2,5,0,0
Pune,Kolkata,81,800,Delhivery,Monsoon,5,4,1,4
Delhi,Lucknow,37,800,BlueDart,Autumn,4,10,0,0
Bangalore,Mumbai,478,800,FedEx,Winter,10,4,1,4
Hyderabad,Bangalore,3993,800,DTDC,Monsoon,4,10,1,4
Lucknow,Delhi,773,800,DHL,Winter,8,8,1,4
Bangalore,Chennai,1434,350,BlueDart,Autumn,5,8,0,0
Hyderabad,Lucknow,2258,800,FedEx,Autumn,3,9,1,3
Hyderabad,Lucknow,3842,800,FedEx,Autumn,10,3,0,0
Delhi,Bangalore,4925,800,FedEx,Autumn,4,10,1,3
Ahmedabad,Bangalore,4070,800,FedEx,Winter,1,8,0,0
Delhi,Kolkata,4080,1500,Delhivery,Summer,6,3,0,0
Hyderabad,Lucknow,1685,800,FedEx,Summer,10,2,1,3
Mumbai,Chennai,569,800,BlueDart,Autumn,4,2,0,0
Bangalore,Pune,4484,800,DTDC,Autumn,6,9,0,0
Delhi,Chennai,3841,800,BlueDart,Summer,2,4,0,0
Ahmedabad,Pune,1928,800,DHL,Monsoon,5,5,1,4
Chennai,Pune,88,800,Delhivery,Autumn,9,2,1,3
Pune,Lucknow,4939,800,Delhivery,Summer,8,9,1,4
Hyderabad,Delhi,3657,800,DHL,Monsoon,3,7,1,4
Lucknow,Hyderabad,1041,800,BlueDart,Summer,1,3,1,1
Chennai,Lucknow,2082,800,BlueDart,Monsoon,10,6,0,0
Kolkata,Delhi,4555,1500,DHL,Winter,3,7,0,0
Jaipur,Delhi,1494,800,FedEx,Monsoon,8,6,1,4
Ahmedabad,Kolkata,2255,800,FedEx,Autumn,3,10,1,3
Lucknow,Pune,1560,800,DTDC,Monsoon,5,10,1,5
Jaipur,Lucknow,4795,800,BlueDart,Monsoon,2,6,1,3
Ahmedabad,Delhi,4692,800,BlueDart,Autumn,1,8,0,0
Mumbai,Hyderabad,1839,800,DHL,Winter,10,8,1,4
Pune,Ahmedabad,3761,800,DHL,Monsoon,5,5,0,0
Chennai,Ahmedabad,4732,800,FedEx,Winter,5,4,0,0
Bangalore,Ahmedabad,2041,800,BlueDart,Summer,6,5,0,0
Ahmedabad,Pune,4469,800,BlueDart,Summer,2,9,1,3
Bangalore,Chennai,3866,350,Delhivery,Autumn,9,10,1,4
Pune,Bangalore,2192,800,DTDC,Winter,2,6,0,0
Hyderabad,Lucknow,4479,800,DTDC,Autumn,2,3,0,0
Kolkata,Jaipur,2104,800,FedEx,Autumn,5,3,0,0
Chennai,Hyderabad,3913,800,BlueDart,Monsoon,9,1,0,0
Pune,Hyderabad,3042,800,Delhivery,Summer,4,5,1,3
Pune,Mumbai,1558,800,BlueDart,Autumn,6,6,1,3
Mumbai,Delhi,377,800,DHL,Monsoon,2,8,1,3
Jaipur,Chennai,74,800,FedEx,Monsoon,4,9,1,4
Kolkata,Delhi,3309,1500,DTDC,Winter,9,7,1,5
